ori,aggravated_assault,arson,burglary,homicide,human_trafficing,larceny,motor_vehicle_theft,property_crime,rape,robbery,violent_crime
NJ0101500,0,0,2,0,0,0,0,2,0,0,0
WADI05700,11,3,52,0,0,59,22,133,0,0,11
PA0043900,1,0,0,0,0,11,1,12,0,0,1
AL0200600,0,0,1,0,0,5,2,8,0,1,1
CO0240000,9,0,22,0,0,45,8,75,0,0,9
NJ0021500,75,2,37,0,0,247,54,338,7,23,105
IA0630100,32,0,27,0,0,92,12,131,5,0,37
OK0661300,0,0,0,0,0,2,0,2,0,0,0
CA0580100,62,5,44,1,2,116,109,269,13,16,92
WA0310600,18,4,88,1,0,419,106,613,6,9,34
IA0550100,18,1,1,0,0,9,1,11,0,0,18
AL0011200,59,1,114,2,0,1251,78,1443,16,13,90
MN0330000,13,5,20,2,0,55,9,84,2,0,17
NC0790100,73,2,79,1,0,290,10,379,4,4,82
NY0142400,13,1,19,0,0,175,19,213,3,7,23
AL0012900,6,0,2,0,0,15,5,22,0,0,6
PA0020J00,12,0,5,0,0,43,2,50,1,0,13
TX0130100,44,3,426,0,0,252,31,709,6,7,57
AZ0100400,27,2,26,0,0,283,25,334,6,3,36
NJ0100500,3,0,1,0,0,7,1,9,0,0,3
OH0481200,1,0,0,0,0,15,0,15,0,1,2
OH0254700,0,0,0,0,0,0,0,0,0,0,0
PA0360200,4,0,1,0,0,24,0,25,1,0,5
DE0030500,55,0,35,2,0,413,31,479,14,19,90
SD0140000,4,0,7,0,0,18,4,29,1,0,5
IA0070000,8,1,20,0,0,34,8,62,9,0,17
IL0810400,27,4,58,0,0,235,43,336,10,4,41
NY0465400,13,1,30,0,0,620,23,673,2,3,18
OK0330100,42,1,74,0,0,181,21,276,3,5,50
TX1080100,81,1,153,1,0,638,48,839,20,14,116
VT0120300,11,0,0,0,0,10,0,10,5,2,18
IL0910100,6,0,10,0,0,66,11,87,1,1,8
SD0560200,55,1,4,13,1,24,12,40,8,1,77
CA0309990,3,0,0,0,0,3,1,4,0,0,3
NY0380100,5,2,14,0,0,91,11,116,2,3,10
CA0432700,2,0,3,0,0,12,2,17,0,0,2
UT0270000,12,1,15,0,0,51,15,81,14,3,29
CA0210100,0,0,2,0,0,11,2,15,0,0,0
NB0790600,0,0,3,0,0,18,2,23,0,0,0
MO0100500,9,1,5,0,0,32,0,37,1,0,10
NC0190200,15,2,4,0,0,75,9,88,1,1,17
NH0020000,3,0,9,0,0,31,2,42,0,0,3
MO0390300,1892,21,1368,17,0,5819,1149,8336,190,309,2408
MA0130300,216,4,81,0,0,521,76,678,26,60,302
FL0420000,551,2,169,1,0,1399,32,1600,81,4,637
NY0275300,11,1,19,0,0,320,38,377,5,6,22
OH0830500,0,0,2,0,0,3,0,5,0,0,0
NJ0191100,0,0,8,0,0,30,3,41,3,0,3
IA0820200,507,15,659,4,1,2358,479,3496,93,97,701
NBNSP1300,0,0,0,0,0,0,0,0,0,1,1
TN0740200,33,1,13,1,0,16,7,36,3,1,38
KS0870900,2,0,3,0,0,14,2,19,1,0,3
VA1230200,0,0,0,0,0,1,0,1,0,0,0
KS0610000,24,1,20,0,0,64,18,102,2,0,26
MI2595000,0,0,0,0,0,3,0,3,0,0,0
OR032SP00,0,0,2,0,0,4,0,6,0,0,0
MI6380800,128,6,116,1,1,424,69,609,20,13,162
CA0549981,0,0,0,0,0,17,150,167,0,0,0
GA0720000,4,0,23,0,0,98,4,125,0,1,5
PA0171100,4,0,6,0,0,39,3,48,1,0,5
WA0391100,2,2,25,0,0,141,16,182,7,1,10
MO0261800,0,0,0,0,0,14,1,15,0,0,0
PA0112000,0,0,0,0,0,6,0,6,0,0,0
TX2370200,5,1,3,0,0,15,16,34,1,0,6
WVWSP3300,3,0,10,0,0,29,3,42,5,0,8
TX0240100,10,0,4,0,0,4,2,10,1,1,12
OK0050200,0,0,0,0,0,1,0,1,0,0,0
TX0431900,5,0,3,0,0,14,3,20,0,0,5
MA0050800,54,4,29,0,0,123,15,167,14,5,73
MO0100000,95,3,86,1,0,435,90,611,18,6,120
TX1330800,0,0,0,0,0,0,0,0,0,0,0
OR0150400,199,62,337,2,1,2866,363,3566,46,76,323
NY0356300,13,1,30,0,0,603,22,655,2,8,23
NJ0130100,0,0,1,0,0,7,1,9,0,0,0
IL0492900,1,1,11,0,0,40,6,57,2,0,3
GA0150100,7,0,3,0,0,20,1,24,1,0,8
NJ0140700,0,0,3,0,0,27,1,31,0,0,0
OH0182600,33,3,71,0,0,493,106,670,4,25,62
IL0100300,15,0,7,0,0,37,9,53,1,1,17
NY0592300,0,0,0,0,0,2,1,3,0,1,1
CA0560400,450,51,463,7,0,2129,521,3113,76,188,721
SC040990X,0,0,0,0,0,2,0,2,0,0,0
IL0250000,11,1,30,0,0,63,12,105,7,0,18
OK0010100,23,8,51,1,0,111,26,188,1,1,26
CA037A500,15,0,42,0,0,166,26,234,1,4,20
NC0310200,0,0,1,0,0,36,1,38,0,0,0
NJ0032800,9,0,18,1,0,99,17,134,2,3,15
OH0170200,5,0,4,0,0,25,1,30,2,0,7
KY0410200,0,0,0,0,0,16,2,18,0,0,0
MI1831300,13,0,2,0,0,35,1,38,8,0,21
WI0220500,23,2,5,1,0,238,7,250,7,0,31
NJ0040500,6,0,19,0,0,100,8,127,0,0,6
MO0400000,3,0,10,0,0,6,2,18,0,0,3
TN0720200,6,0,2,0,0,16,1,19,0,0,6
MA0080200,14,2,17,0,0,60,5,82,5,0,19
OH0480500,6,0,18,0,0,122,11,151,1,1,8
GA1130000,42,4,48,0,0,111,24,183,8,1,51
TX2250000,24,5,40,1,0,74,17,131,5,3,33
IN0451300,1,0,6,0,0,44,5,55,1,2,4
NH0075200,1,1,0,0,0,4,1,5,2,0,3
CA0199910,0,0,0,0,0,0,28,28,0,0,0
PA0040700,4,0,5,0,0,33,5,43,0,1,5
IL0200100,8,0,19,0,0,59,2,80,1,1,10
NH0060600,4,1,6,0,0,111,6,123,3,1,8
NJ0202000,2,0,13,0,0,193,27,233,1,2,5
OK0740000,24,1,19,0,0,57,11,87,3,0,27
ID0290500,16,3,59,4,0,270,9,338,4,0,24
TN0780400,0,0,2,0,0,1,0,3,0,0,0
TX2380100,20,0,7,2,0,33,9,49,3,3,28
OK0591200,0,0,0,0,0,4,0,4,0,0,0
NB0200200,0,0,1,0,0,1,0,2,0,0,0
IL0162A00,30,3,77,0,2,1441,95,1613,22,17,69
NC0410400,4,0,22,0,0,57,8,87,4,0,8
OK0530000,5,1,13,0,0,53,7,73,1,1,7
KY0850100,1,0,6,0,0,7,9,22,0,0,1
TX1240000,6,0,19,0,0,14,6,39,0,1,7
TX0160000,10,3,17,1,0,46,5,68,2,0,13
NY306SA00,12,3,30,0,0,147,10,187,11,0,23
VA0260100,2,0,2,0,0,13,0,15,0,0,2
NH0030800,0,1,3,0,0,5,0,8,1,0,1
GA0670900,26,2,32,0,0,323,14,369,10,6,42
MN0860100,2,0,12,0,0,99,12,123,0,0,2
VA0140000,22,4,41,1,0,176,45,262,37,2,62
MD0040700,0,0,0,0,0,1,0,1,0,0,0
MA306SP00,9,0,1,0,0,1,1,3,0,0,9
OK0620000,9,0,15,1,0,46,13,74,2,1,13
PA006SP00,40,4,65,2,1,227,53,345,20,6,68
ID0390100,12,0,1,0,0,34,5,40,1,1,14
SD0220000,1,0,0,0,0,0,0,0,0,0,1
CA0240100,209,28,90,5,0,635,80,805,18,39,271
CA0369960,4,0,0,0,0,1,3,4,0,0,4
PA0030100,1,0,1,0,0,6,0,7,0,0,1
VA0840000,28,4,56,2,0,170,32,258,14,4,48
OH0782300,8,3,17,0,0,103,5,125,1,0,9
KY0690000,2,0,17,0,0,15,15,47,1,1,4
RI0040700,29,2,30,1,0,230,60,320,5,4,39
NH0034600,1,3,7,1,0,23,4,34,0,1,3
TX0920600,5,0,10,0,0,41,7,58,10,1,16
TX1480000,3,0,3,0,0,2,0,5,0,0,3
MI6382700,17,0,12,1,0,156,38,206,2,0,20
CO0470000,30,0,21,0,0,14,5,40,2,0,32
CA0198400,1,1,5,0,0,123,5,133,5,1,7
MT0240200,14,0,4,0,0,81,7,92,0,0,14
NJ0160100,3,0,5,0,0,17,1,23,2,0,5
MI3351900,1178,24,579,15,0,1797,653,3029,99,148,1440
NJ0211900,13,3,35,0,0,213,15,263,26,8,47
PA029SP00,15,1,25,0,0,125,10,160,6,0,21
SC0380300,6,0,2,2,1,6,1,9,0,1,9
TN0530100,38,0,17,0,0,224,13,254,1,2,41
PA001SP00,35,3,43,0,1,241,15,299,19,0,54
TX2020000,6,2,17,0,0,18,4,39,5,1,12
TN0290200,5,0,1,0,0,15,5,21,1,0,6
VA1280000,186,24,352,21,0,6216,801,7369,54,139,400
CO0390000,109,12,183,1,0,718,137,1038,27,7,144
UT0271300,3,0,1,0,0,14,0,15,0,0,3
KS0461000,99,0,99,2,0,675,126,900,21,9,131
OK0390100,1,0,16,0,0,42,3,61,0,0,1
IN0410200,13,0,13,0,0,280,30,323,7,1,21
OH0470600,3,1,6,0,0,100,3,109,8,0,11
CA034550X,263,4,333,4,0,1081,395,1809,23,92,382
OR0030900,14,4,41,0,0,205,42,288,5,3,22
TX0210400,3,3,19,0,0,366,65,450,5,0,8
OK0610000,30,2,141,3,0,128,48,317,6,2,41
MI5076500,209,1,82,2,0,1209,256,1547,39,22,272
MO0831500,0,0,2,0,0,2,2,6,0,0,0
MA0070300,3,0,1,0,0,9,1,11,0,0,3
CO0490000,4,0,1,0,0,23,5,29,0,0,4
OK0512100,8,1,0,0,0,1,1,2,1,0,9
MO0220200,12,0,17,0,0,182,10,209,6,0,18
OH0182900,7,0,8,0,0,197,18,223,4,4,15
WV0440100,1,0,2,0,0,47,0,49,2,0,3
MO0690200,1,0,6,0,0,16,5,27,0,0,1
CA0011500,0,1,3,0,0,40,1,44,3,1,4
CA019900X,16,2,106,0,0,245,6,357,2,6,24
NC0650000,74,17,165,1,13,971,74,1210,22,15,112
TX2210800,1,0,1,0,0,2,1,4,1,0,2
NJ0141400,4,0,2,0,0,35,1,38,0,0,4
TX1810400,15,0,75,0,0,92,26,193,4,1,20
WA0140000,16,9,110,0,0,149,38,297,17,4,37
NC0010200,8,0,46,0,0,21,4,71,0,2,10
PA0280300,16,0,19,3,0,108,7,134,5,3,27
AZ0109800,1,1,3,0,0,42,6,51,0,0,1
NY202UN00,1,0,1,0,0,24,0,25,1,0,2
MI1187100,2,0,4,0,0,32,1,37,1,0,3
VA099SP00,1,0,0,0,0,1,2,3,0,0,1
CT0002700,7,0,12,0,0,227,10,249,4,4,15
UT0251400,8,0,6,0,0,35,4,45,8,0,16
WA0170400,2,0,33,0,0,174,57,264,2,3,7
PA0094800,0,0,0,0,0,29,0,29,0,1,1
PA0220900,25,0,9,1,0,133,6,148,4,7,37
FL0250000,45,0,52,0,0,143,23,218,10,3,58
NJ0140300,1,0,6,0,0,32,2,40,0,0,1
MO0954800,19,0,30,1,0,310,89,429,2,2,24
NH010010X,0,0,2,0,0,4,2,8,0,0,0
WI0370700,0,0,2,0,0,2,1,5,1,0,1
ND0240300,0,1,0,0,0,0,0,0,0,0,0
MI4693500,5,0,3,0,0,186,10,199,8,0,13
MO1010500,7,0,9,0,0,51,9,69,3,1,11
CA0030500,2,0,2,0,0,34,9,45,1,0,3
MO1070000,48,0,30,1,0,130,34,194,10,1,60
MI8290800,160,2,45,1,0,860,107,1012,19,10,190
KY0190900,2,0,10,0,0,54,6,70,1,1,4
GA0780600,3,1,16,0,0,119,13,148,0,0,3
CA0194900,246,17,269,3,0,1011,558,1838,19,111,379
IL0160000,11,0,8,0,0,30,6,44,3,1,15
IL0168000,27,2,74,0,0,659,122,855,18,22,67
IA0340000,8,1,6,0,0,13,3,22,2,0,10
OK0510000,60,1,52,2,0,127,25,204,7,0,69
AL0051100,0,0,0,0,0,1,0,1,0,0,0
MA013390X,0,0,0,0,0,14,0,14,1,0,1
MI8279300,83,1,40,0,0,504,79,623,12,5,100
NJ0161100,0,0,7,0,0,14,0,21,0,0,0
WI0300000,54,1,44,0,0,409,24,477,19,2,75
TX2380000,11,0,26,0,0,85,25,136,1,1,13
LA0080100,540,4,358,6,1,2305,282,2945,46,44,636
VA1030000,858,15,409,25,1,4287,406,5102,72,104,1059
GA0601300,18,0,4,0,1,28,14,46,2,11,31
OK0621600,0,0,1,0,0,16,2,19,0,0,0
CA0420300,272,23,226,3,0,1400,169,1795,45,80,400
SC015FC00,0,0,0,0,0,1,0,1,0,0,0
IL0844600,0,0,0,0,0,2,0,2,0,0,0
MN0840100,3,0,17,0,0,30,2,49,0,0,3
VA052SP00,0,2,1,2,0,4,6,11,0,1,3
NY0015800,5,1,5,0,0,26,1,32,0,3,8
GA1140000,18,1,26,1,0,88,27,141,0,0,19
AZ0071900,6,0,40,0,0,129,12,181,6,0,12
NJ0200600,2,0,1,0,0,18,0,19,0,0,2
CT0010100,4,1,59,0,0,580,70,709,2,12,18
PA0011500,0,0,0,0,0,4,2,6,1,0,1
AZ0076200,0,0,0,0,0,70,1,71,0,0,0
OH0720400,2,0,1,0,0,3,0,4,0,0,2
OH0420000,17,1,45,0,0,175,14,234,5,0,22
TX2450800,0,0,0,0,0,0,0,0,0,0,0
CA0191900,72,4,250,0,0,1301,285,1836,9,58,139
NY0270200,48,1,147,0,0,528,135,810,4,12,64
VA0670300,0,0,0,0,0,1,0,1,0,0,0
WA0080500,6,1,23,0,0,147,36,206,3,3,12
KS0260000,2,0,0,0,0,9,0,9,0,0,2
OH0230300,1,0,3,0,0,2,0,5,0,0,1
MN0030100,17,1,37,0,0,168,9,214,6,3,26
NB0130100,3,0,15,0,0,60,7,82,5,1,9
WI0570400,0,0,0,0,0,1,0,1,0,0,0
ID001015A,0,0,0,0,0,0,0,0,0,0,0
TX1551200,669,22,750,14,12,3420,380,4550,117,106,906
OR0210200,32,6,36,0,0,258,19,313,6,2,40
CT0019300,0,0,0,0,0,12,1,13,0,0,0
WI0380400,1,0,0,0,0,1,0,1,0,0,1
NB0340200,0,2,3,0,0,5,0,8,0,0,0
KY0930000,0,0,0,0,0,3,0,3,0,0,0
OK036015A,1,0,0,0,0,1,0,1,0,0,1
KY1000400,0,0,2,0,0,2,0,4,0,0,0
MI6362800,83,2,177,3,0,325,139,641,11,8,105
AR0280100,295,4,168,0,0,893,91,1152,37,14,346
WI0140500,2,1,0,0,0,45,0,45,2,0,4
PA0460600,2,0,1,0,0,24,1,26,0,1,3
IL0210400,0,1,1,0,0,4,1,6,0,0,0
NY0435100,42,0,22,0,0,328,5,355,4,12,58
OR0020200,5,0,7,0,0,49,5,61,2,1,8
MI631890X,8,0,5,1,0,52,5,62,0,0,9
OR0150100,18,7,61,0,0,414,56,531,5,13,36
KS0370000,12,1,13,0,0,42,10,65,1,1,14
TN0840500,19,0,9,0,0,38,3,50,1,1,21
NJ0011200,31,0,37,0,0,454,17,508,5,8,44
WY0180000,4,1,4,0,0,29,1,34,2,0,6
CA0070200,113,19,226,2,0,992,133,1351,28,57,200
VA0600000,89,6,55,2,0,199,34,288,24,1,116
SD0630100,2,0,9,0,0,21,4,34,0,0,2
SD0130100,13,2,15,0,0,145,11,171,5,2,20
CO0621300,0,0,4,0,0,31,10,45,2,1,3
TX2200300,62,2,115,1,0,856,101,1072,21,18,102
ME0160400,23,2,25,0,0,265,27,317,6,1,30
IL0166A00,15,1,8,0,0,60,24,92,4,4,23
MA0021300,8,0,13,0,0,70,3,86,3,0,11
NBNSP5500,2,0,0,0,0,1,0,1,0,0,2
MA0123200,0,0,1,0,0,3,0,4,0,0,0
MI1320700,77,2,57,0,0,219,15,291,8,2,87
PA0020K00,0,0,5,0,0,45,8,58,0,1,1
OK0230700,0,0,0,0,0,1,0,1,0,0,0
CA0160800,37,0,24,0,0,31,11,66,2,4,43
SD0530100,0,0,4,0,0,0,0,4,0,0,0
MD0210000,19,0,16,0,0,61,2,79,6,0,25
MI1911900,15,2,32,0,0,81,21,134,5,0,20
WA0320900,3,0,8,0,0,21,1,30,1,0,4
AR0170100,78,2,224,1,0,454,62,740,23,4,106
NJ0021400,2,0,0,0,0,12,3,15,0,0,2
GA1260000,132,3,68,2,0,375,96,539,13,9,156
TN0050000,238,4,189,0,0,407,80,676,39,6,283
AR0660900,0,0,0,0,0,1,0,1,0,0,0
TX2202500,25,1,24,0,0,61,30,115,7,3,35
NV0160200,267,14,281,6,0,1586,355,2222,85,103,461
AL0580000,58,7,83,6,0,146,47,276,19,4,87
IA0560200,60,3,42,0,0,135,31,208,8,3,71
MI8172800,11,0,5,0,0,56,5,66,2,1,14
OH0130600,1,0,3,0,0,27,0,30,0,0,1
OH0312900,21,1,32,0,0,229,21,282,5,2,28
MO0950300,1,0,0,0,0,2,1,3,0,0,1
WY0030000,10,1,21,2,0,75,10,106,11,0,23
IL0980000,12,0,40,1,0,33,10,83,13,0,26
MN0480200,7,0,1,0,0,114,10,125,0,0,7
TX0151900,4,0,11,0,0,129,9,149,5,1,10
PA0410200,3,0,0,0,0,43,1,44,0,0,3
TN0190100,5799,88,3470,83,21,19534,2987,25991,385,1224,7491
KS0870500,9,1,4,0,0,56,9,69,4,0,13
TN0070000,49,6,60,0,0,109,55,224,4,0,53
GA0160100,65,4,101,2,0,589,43,733,14,21,102
NC0690000,30,1,35,0,0,90,19,144,4,1,35
OK0040000,0,1,2,0,0,24,2,28,0,0,0
MO0360800,21,0,25,0,0,300,22,347,3,0,24
CA0210000,49,1,98,2,0,318,4,420,8,9,68
NY330SS00,2,0,0,0,0,14,2,16,2,0,4
NH0071000,0,0,1,0,0,7,1,9,1,0,1
OH076309E,0,0,6,0,0,1,0,7,0,0,0
KY0520200,3,0,11,0,0,33,1,45,0,0,3
OH0430500,4,0,1,0,0,14,0,15,1,0,5
IL0991200,0,0,0,0,0,0,0,0,0,0,0
MO0956900,13,0,11,0,0,242,43,296,1,5,19
TX1310000,0,0,0,0,0,0,2,2,1,0,1
IL0690000,9,0,8,0,0,19,1,28,1,0,10
IL0060600,1,0,9,0,0,44,3,56,4,1,6
OK0720800,27,1,50,0,0,213,40,303,6,2,35
MO0950800,37,0,21,1,0,81,47,149,1,4,43
TX1431000,0,0,0,0,0,1,0,1,0,0,0
WA0260000,15,3,31,0,0,101,13,145,3,0,18
CA0195300,359,33,543,7,0,2172,334,3049,28,117,511
MA0110700,41,0,3,0,0,134,7,144,3,3,47
NY054029E,0,0,7,0,0,87,0,94,9,0,9
OH0730900,0,0,1,0,0,7,0,8,0,0,0
NY0332400,0,0,0,0,0,2,0,2,0,0,0
WI0360800,0,0,0,0,0,5,1,6,0,0,0
PA030SP00,18,1,30,0,0,113,33,176,10,2,30
TX0040100,31,0,53,3,0,166,25,244,7,4,45
CA0360700,321,35,653,7,0,2254,926,3833,104,150,582
GA1560100,0,0,1,0,0,0,0,1,0,0,0
DE0020100,3,0,0,0,0,22,0,22,0,0,3
NH0071200,1,0,1,0,0,11,1,13,0,0,1
MN0040000,27,3,51,1,2,130,22,203,24,0,52
CA027150X,0,0,0,0,0,2,0,2,0,0,0
NB0930000,4,1,3,1,0,9,3,15,0,0,5
ID0240300,0,0,0,0,0,7,0,7,1,0,1
KY0591100,2,0,0,0,0,14,2,16,0,1,3
AR0030200,0,0,1,0,0,2,1,4,0,0,0
IL0920300,419,16,287,4,0,1015,71,1373,42,35,500
MN0050100,7,1,8,0,0,56,1,65,6,1,14
AR0560100,9,0,1,0,0,10,3,14,0,0,9
MI4214200,1,1,2,0,0,8,0,10,0,0,1
MA0142500,161,4,75,0,0,504,44,623,9,17,187
IA0910100,114,3,18,0,0,239,13,270,25,0,139
CO0200000,0,0,4,1,0,17,10,31,0,0,1
OH0150800,0,0,1,0,0,0,0,1,0,0,0
MA0052500,106,2,45,0,0,324,18,387,10,10,126
IL0250100,0,1,1,0,0,10,1,12,3,0,3
IN0060100,47,1,29,0,0,109,23,161,2,0,49
PA0661200,2,0,4,0,0,28,2,34,0,0,2
MI7958700,0,0,0,0,0,1,1,2,0,0,0
PA0407500,0,0,0,0,0,0,0,0,0,0,0
TX2210300,5,0,6,0,0,7,6,19,1,0,6
PA0400400,11,0,1,0,0,41,3,45,0,0,11
IL0980400,11,0,3,0,0,14,2,19,2,0,13
WI0440300,1,0,0,0,0,15,0,15,0,0,1
OH0880000,2,0,2,0,0,0,0,2,0,0,2
NJ0025400,3,1,10,1,0,53,5,68,0,5,9
NJ0143500,12,0,13,0,0,200,10,223,2,4,18
SC0320200,125,3,87,3,0,399,63,549,4,6,138
AL0340400,1,0,0,0,0,9,1,10,0,0,1
PA0021N00,2,0,0,0,0,56,0,56,3,1,6
MO0391700,0,0,0,0,0,2,0,2,0,0,0
MI4104100,16,0,0,1,0,52,8,60,11,2,30
CA0390000,722,24,525,6,0,1693,103,2321,26,119,873
SD0070100,12,0,10,0,0,63,5,78,0,0,12
DE0030900,8,0,5,0,0,29,1,35,0,3,11
NY0082400,11,4,19,0,0,192,3,214,13,3,27
AR0350200,10,0,22,0,0,32,8,62,2,0,12
VA1120000,94,1,65,1,0,812,52,929,26,8,129
MO1130600,7,1,11,0,0,27,4,42,4,0,11
NJ0133300,0,0,1,0,0,13,8,22,0,0,0
PA0191500,0,0,0,0,0,4,0,4,0,0,0
SC0400600,2,0,14,0,0,133,21,168,2,1,5
VA1050000,33,2,25,1,0,593,12,630,8,14,56
CO0530200,0,0,3,0,0,1,1,5,0,0,0
MI6380400,6,1,9,0,0,40,7,56,3,1,10
MS0040000,16,1,24,0,0,31,17,72,2,0,18
WA0174100,139,17,416,2,0,1037,610,2063,30,78,249
UT0020700,1,0,4,0,0,3,0,7,0,0,1
OH0020400,174,1,301,3,0,954,35,1290,23,30,230
MS0360100,16,0,52,2,0,377,12,441,12,5,35
NY0320100,48,3,57,0,0,399,25,481,11,18,77
SC0450100,1,0,3,0,0,30,0,33,0,2,3
AR0581900,1,0,0,0,0,1,0,1,2,0,3
MS0170600,2,0,2,0,0,2,4,8,0,0,2
LA0380000,72,1,21,1,0,83,5,109,1,1,75
TX0842100,8,0,30,0,0,73,17,120,9,4,21
CA0100800,25,0,66,1,0,140,41,247,6,5,37
PA0360300,5,0,1,0,0,55,6,62,2,3,10
FL0062600,0,0,0,0,0,15,1,16,0,0,0
MA0143500,1,0,2,0,0,7,1,10,0,0,1
NJ0024300,0,0,4,0,0,17,7,28,0,0,0
NH0072000,0,0,1,0,0,12,1,14,0,0,0
MT0070000,51,2,47,0,0,140,13,200,4,1,56
TX1690100,5,2,91,0,0,60,12,163,0,2,7
NJ0071900,6,0,12,0,0,186,29,227,0,1,7
NC0360800,3,1,10,1,0,37,4,51,0,0,4
IL0720300,20,3,27,0,0,72,5,104,0,2,22
NC0430100,47,0,114,3,0,250,22,386,10,12,72
KS0610100,10,0,1,0,0,72,4,77,1,0,11
MI2565000,28,1,33,0,0,158,15,206,9,3,40
SD0550000,2,0,2,0,0,0,0,2,0,0,2
MO1040300,2,0,13,0,0,9,0,22,0,0,2
SD0580000,4,0,1,0,0,4,1,6,1,0,5
PA0200300,2,0,0,0,0,0,0,0,0,0,2
PA0040100,6,0,4,1,0,11,4,19,0,1,8
AZ0071700,1610,28,1098,27,4,6918,1065,9081,245,311,2193
MA0010600,6,0,5,0,0,29,0,34,2,0,8
PA0480500,8,1,1,0,0,30,1,32,1,0,9
AL0260100,64,6,65,0,0,389,37,491,5,6,75
KS0520300,18,1,15,0,0,102,15,132,10,0,28
KY1130100,2,0,0,0,0,5,3,8,0,0,2
NBNSP7800,1,0,1,0,0,0,0,1,0,0,1
AL0060300,0,0,1,0,0,0,0,1,0,0,0
OH0212200,0,0,0,0,0,1,0,1,0,0,0
OR0240000,50,6,302,3,0,1387,445,2134,60,39,152
KY0820100,1,0,4,0,0,14,11,29,0,0,1
PA0464100,9,1,7,0,0,130,18,155,1,3,13
CA0010600,254,24,502,9,1,2429,1608,4539,55,241,559
MA0073300,1,0,1,0,0,1,0,2,0,0,1
FL0500300,1,0,1,0,0,5,0,6,0,0,1
FL0580000,340,4,310,5,0,2523,364,3197,23,35,403
PA0095300,1,0,0,0,0,2,1,3,0,0,1
FL0132000,0,0,2,0,0,20,3,25,0,2,2
VA0460200,10,0,1,0,0,24,3,28,1,0,11
VA1260000,26,7,33,1,0,425,20,478,6,3,36
AL0021300,0,0,0,0,0,2,1,3,0,0,0
ID0030300,33,4,5,1,0,96,32,133,10,6,50
OR025SP00,2,0,1,0,0,3,3,7,1,0,3
NBNSP4200,1,0,0,0,0,0,0,0,0,0,1
VA0410100,3,0,3,0,0,10,1,14,1,0,4
NH0057600,0,0,0,0,0,17,0,17,1,0,1
MO0560300,0,0,2,0,0,1,0,3,0,0,0
CA0410000,276,17,324,1,0,1396,192,1912,45,54,376
SC0260400,653,22,487,16,2,3541,505,4533,85,55,809
AL0420300,1,0,3,0,0,4,0,7,1,1,3
OH0880200,4,2,10,0,0,67,6,83,4,1,9
TX0290300,3,0,0,0,0,4,0,4,0,0,3
NB0770000,28,3,38,0,0,588,65,691,21,3,52
KYKSP0200,13,1,5,4,0,13,5,23,14,0,31
MA014709E,0,0,2,0,0,12,0,14,0,0,0
OK0530800,0,0,1,0,0,10,1,12,1,0,1
AK0012700,1,0,0,0,0,13,4,17,0,0,1
NC0140000,38,8,208,4,0,499,118,825,9,5,56
ID0340200,10,0,1,1,0,31,5,37,5,1,17
OK0491900,3,1,1,0,0,25,2,28,1,0,4
NY0020000,10,0,0,0,0,0,0,0,0,0,10
WA0174800,28,0,153,0,0,577,122,852,11,28,67
MNMHP0100,0,0,0,0,0,5,0,5,0,0,0
MI6364600,2,0,1,0,0,8,1,10,0,0,2
GA1560000,7,0,10,0,0,37,2,49,3,0,10
CT0007700,50,4,103,0,0,1308,122,1533,21,26,97
SD0050100,29,0,29,0,0,270,12,311,12,1,42
IL0600900,4,0,15,0,0,52,4,71,5,0,9
IN0170000,2,0,6,0,0,16,4,26,1,0,3
TN0780300,37,2,29,0,0,191,30,250,10,5,52
IL0870000,4,2,7,0,0,14,1,22,2,0,6
TX2340100,7,2,49,1,0,84,14,147,1,2,11
CO0620400,31,1,66,0,0,340,196,602,22,9,62
MI2525700,0,0,0,0,0,0,4,4,0,0,0
TN0330700,9,0,5,0,0,170,9,184,2,1,12
GA0950000,19,0,37,1,0,120,18,175,2,2,24
CA0299922,0,0,0,0,0,5,4,9,0,0,0
AR0010000,13,0,25,0,0,35,2,62,3,0,16
OH0412000,0,0,0,0,0,2,0,2,0,0,0
MN0800300,1,0,0,0,0,0,0,0,0,0,1
CA0490300,22,4,17,1,0,196,17,230,6,3,32
IL0221900,0,0,3,0,0,14,2,19,1,0,1
CA0331400,56,4,194,2,0,828,200,1222,4,49,111
OR0290000,27,3,57,2,0,156,27,240,5,2,36
GA1210400,0,1,8,0,0,104,4,116,0,4,4
NH0070200,3,1,1,0,0,20,0,21,4,0,7
KS0190400,1,0,8,0,0,28,5,41,1,0,2
NJ0023800,0,0,2,1,0,53,4,59,0,0,1
PA0670400,10,0,17,1,0,434,27,478,3,5,19
CT0009600,4,0,18,0,1,153,13,184,1,3,8
OH0521300,2,0,6,0,0,37,2,45,0,1,3
MN0310700,3,0,0,0,0,4,3,7,1,0,4
KY0050000,7,0,33,0,0,63,28,124,3,0,10
OH0090600,0,0,1,0,0,2,0,3,0,0,0
IA0030400,7,0,5,0,2,13,1,19,2,0,9
CA0071200,43,0,185,0,0,828,116,1129,4,27,74
WA0320100,13,3,42,0,0,178,21,241,10,3,26
IA0920000,39,0,31,0,0,51,9,91,1,1,41
TX1160200,30,1,25,0,0,124,19,168,5,0,35
OK0551400,5,0,15,0,0,20,9,44,1,0,6
CO0230600,6,0,11,0,0,13,5,29,0,0,6
TN0130000,13,0,2,0,0,16,3,21,0,0,13
